Class,Email
Availability,FW <NUMBER> lead time query Are you able to check the lead time on this It says <NUMBER> weeks but it has let the customer choose a quicker time This is a stock panel so it will be ok just I dont think it should say <NUMBER> week
Availability,FW <STYLE> <COLOUR> <COLOUR> Lead times Please can you confirm what is the lead time for <STYLE> non stock colours The below email states <NUMBER> weeks but a quote I just did states <NUMBER> weeks <NAME>
Availability,Special Colour This is another order for a special colour allowing customer to choose <TIME> <NUMBER> Dec rather than showing <DATE> dates
Availability,Wrong Lead Time <NAME> As you can see from the screenshot below this is offering the wrong Lead Times on a stock colour <PRODUCT> <NAME> <EMAIL>
Callback,call back Can you give me a call when you get chance please
Callback,FW OSS issue Can somebody give me a call please I am trying to do a quote for <COMPANY> <NUMBER> and I keep getting error messages
Callback,Fwd Origin US <NAME> <NAME> from Origin US called for you but I was unable to transfer her Could you give her a call back please when youre available please <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> <EMAIL>
Callback,please call asap can someone please call me asap re OSS <NAME> <NAME>
Colour,<COLOUR> add colour Please can you add this colour to the system <COLOUR> Can be matched in any gloss level requested Standard rates plus <NUMBER> plus manufacturing surcharge of <MONEY> Allow <NUMBER> working <TIME> for powder manufacture <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>
Colour,<COLOUR> Add to OSS Please can you add <COLOUR> <COLOUR> to OSS for <STYLE> It is available for <STYLE> as I have already quoted the attached but the customer would now like to change to <STYLE> <NAME> <NAME>
Colour,<NUMBER> I hope you are well Please could we add the above colour to OSS as a customer has found it on our website however it is not on OSS they would like to place an order for <PRODUCT> using the colour asap <NAME> <NAME>
Colour,code not in Easi Team I am trying to quote a that has not been added to Easi It is <COLOUR> <NAME> Can you please add it so I can finish this quote The <PRODUCT> is oversized so I cannot do it in OSS <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> <EMAIL> <NUMBER> <NUMBER>
Colour,Colour add I hope you all had a great weekend Please could you add the colour <COLOUR> to OSS I need to order a <PRODUCT> <PRODUCT> in this colour This is for <NAME> <NAME> so please can this be done asap so I can send to the customer <EMAIL>
Colour,FW <COLOUR> Please can you add <COLOUR> to easiadmin and oss It is a standard surcharge
Colour,FW <COMPANY> Are you able to add this colour to OSS I have <COMPANY> <PRODUCT> to quote
Colour,FW <COMPANY> elite Please can you add <COLOUR> to OSS the surcharge is below <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>
Colour,FW Farrow and Ball colours Please can you add the below colour to oss easiadmin <COLOUR>
Colour,FW Quote <NAME> <NAME> Please can you add <COLOUR> and <COLOUR> to Easi Admin for colour choices The costing will be Both carry <NUMBER> surcharge on top of standard rates Min Coating Charge <NUMBER> each colour As per the below email Any issues please let me know <NAME>
Colour,New Colour to add to OSS <COLOUR> Please can you add the following colour to OSS I need it to be on OSS as the quotation features two <PRODUCT> <PRODUCT> as well as the <PRODUCT> The code is <COLOUR> I have attached the email from Purchasing to confirm that this would be charged at the special colour surcharge like with our recent addition of <COLOUR> <COLOUR> I have also attached the customers request for your reference in advance <NAME> <NAME>
Delivery,FW <NUMBER> <COMPANY> guys Please can you amend the delivery date on o/n <NUMBER> for today
Delivery,FW Customer Collecting Today <COMPANY> Order <NUMBER> Good morning As per below please can you amend the date on o/n <NUMBER>
Delivery,FW Message from <NUMBER> Please can you amend the delivery date to today on EA for order <NUMBER>
Delivery,FW Order <NUMBER> URGENT MISSED ITEMS <NAME> I was wondering if you are able to change a date on order <NUMBER> The current delivery date is <DATE> however this needs to be tomorrow <DATE> instead which has been agreed by transport I am unable to amend this as it has passed midday
Delivery,FW ORDER REF <COMPANY> <NUMBER> EA Team – Please amend the delivery date to todays date for order <NUMBER>
Delivery,guys Please can you amend the delivery date on o/n <NUMBER> for today Thanks
Delivery,Order <NUMBER> <COMPANY> Guys Please can you change the delivery date back to <DATE> Managed to get this out on a <NUMBER> run
Delivery,RE <COMPANY> All DNs printed let me know if any are missing EA Team – Please reschedule the following orders to todays date <NUMBER> <NUMBER>
Delivery,RE <NUMBER> <COMPANY> <NAME> This has been resolved <NAME> – Please schedule as we cannot do this EA Team – Please amend the order above to <DATE> 
Delivery,RE <NUMBER> <COMPANY> EA Team – Please amend delivery date to todays date
Delivery,RE <NUMBER> <NUMBER> <COMPANY> EA Please amend delivery date to today under cust req date
Delivery,RE Deliveries today Amended to collection EA Team – Please amend date to todays date for delivery 
Delivery,RE Orders <NUMBER> <NUMBER> EA Team Please amend the delivery date for the <NUMBER> orders above to todays date 
Delivery,RE URGENT <NUMBER> <NUMBER> <COMPANY> Guys Please can you amend the delivery date on orders <NUMBER> <NUMBER> for today
Delivery,Subject RE <NUMBER> Unique EA Team – Please amend delivery date to todays date
Documents,<NAME> <COMPANY> <NAME> <COMPANY> <NUMBER> are having problems generating documents for quote <NUMBER> Could you please help assist Keeps freezing due to large quantity I believe
Documents,<NUMBER> <COMPANY> <NUMBER> Is there a way you can get into this quote the customer is desperate for Glass sizes but as its a Biggy its just generating for ages Could you let me know if you can do anything your end please
Documents,<NUMBER> <COMPANY> I hope you are well Please could you look at the above quote when downloading from OSS it doesnt include the images of the products <NAME> <NAME> <NAME> <NAME> <EMAIL> 
Documents,<NUMBER> <NAME> I hope you are well I am unable to download a quote confirmation from OSS it keeps on generating the documents but doesnt allow me to download for the above quote number I have tried reloading the <NAME> and also using a colleagues computer but they are having the same issue please can you look into it
Documents,<NUMBER> another quote that does not generate Hey Above quote wont generate for the customer he advised he cannot wait till tomorrow for it is there another way to download it <NAME> <NAME>
Documents,<NUMBER> Quote wont download Please could you take a look at this ticket when you have time tomorrow projects <NUMBER> revisions <NUMBER> OSS will not generate documents for this quote
Documents,cannot generate quote I have processed this and need to generate the quote but can only generate the customer spec projects <NUMBER> revisions <NUMBER> Please look into this
Documents,documents downloading I have had <NUMBER> customers call to say they would not download their documents Just keeps spinning <NUMBER> <NUMBER> <COMPANY> Please can you look into this <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>
Documents,Error Generating Documents on OSS Good afternoon Please can someone look into this The customer requires the glass sizes this afternoon so needs to generate the quote document however an error is coming up and then the documents never load I have done the same thing below to show what happens I look forward to hearing from you shortly <NAME> <NAME>
Documents,FW <COMPANY> quoting OSS issues Please can you generate the documents for OSS Project <NUMBER> The customer produced this however an error is showing whenever he tries to generate the documents I have just tried generating the documents from our side and it is also not working <NAME> <NAME>
Documents,FW Cannot down Load quote confirmation The docs listed below have been spinning saying generating documents since last night Can I get assistance to down load them please <NAME>
Documents,FW Error Generating Documents on OSS Apologies the OSS project number is <NUMBER> referenced <NAME> Phase <NUMBER> The customer is <COMPANY> <NAME>
Documents,FW Is someone able to generate this for me please Project ID <NUMBER> <NAME>
Documents,FW OSS Error I am unable to download my quote document as all of the options for downloading have disappeared please see below. 
Documents,FW Please Generate Documents for OSS Project <NUMBER> ref Sorry to bother you However the documents for this quotation are still not generating Do I need to reproduce the full quotation <NAME>
Documents,Generate OSS Documents Please could you generate the quote confirmation and the customer specification for project ID <NUMBER> as it has <COMPANY> the customer cant do it <NAME> <NAME> South Region <NUMBER> <NUMBER>
Documents,Generating documents <COMPANY> Quote <NUMBER> The customer and I are both struggling to generate the documents <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>
Documents,Generating Documents for OSS Project <NUMBER> A customer has produced a quotation online and then a BDM has asked us to apply discount We have applied the discount to the quotation and usually open up in OSS and the documents download automatically including the extra discount However this project has too mny products and therefore the system has been trying for over half an <TIME> to generate the documents Is there a way for you to please generate the documents and ensure that the extra <NUMBER> discount is still on there in advance <NAME> <NAME>
Documents,Generating Documents Please can you generate the documents for OSS Project <NUMBER> ref <NAME> The customer cannot download these and I have just tried as well <NAME> <NAME>
Documents,Generation error <NUMBER> <NUMBER> <COMPANY> are having trouble generating a quote to provide glass sizes I have attempted to generate the quote but was unable to Project ID <NUMBER> <NUMBER> <NAME> <NAME> 
Documents,Issue w loading docs Team I am trying to print my document for an order and the system has just been spinning for about <NUMBER> minutes Here is a snip of what I am trying to print from <NAME> <NAME> 
Documents,OSS Error Generating Quotation Project <NUMBER> Im having trouble generating a quotation on OSS Project <NUMBER> Customer <NAME> <NAME> Can you please have a look into this as I need to get this quote over to this customer ASAP <EMAIL>
Documents,OSS generating quote issue Team My document will not generate it has been spinning for about <NUMBER> minutes now Please assist if possible <NAME> <NAME> 
Documents,OSS generation error <NUMBER> <COMPANY> ref <NAME> <NAME> Could you have a look into the account they are trying to generate their quote to get the spec but it says there is an error and it just keeps on spinning they want to order this so they need this sorted as soon as you possible can please
Documents,OSS issue generating doc Team I am trying to generate my document to go over a few of this <PRODUCT> with <NAME> this and the system seems to be stuck Can you please look into this for me <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> <NUMBER> <NUMBER>
Documents,OSS Issue Team I have made several attempts to download my quote from OSS and still cannot It just keeps spinning and generating documents Easi quote <NUMBER> <NUMBER> Please help <EMAIL> <NUMBER> <NUMBER>
Documents,OSS learn issue <NAME> Could you please check the OSS learn platform for me I cant generate a quote document The Generating Documents button allows me to click it but then just whirs around in circles for an age I have had IT issues recently so Im not sure whether its me or the programme Best <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Documents,OSS no images on <PRODUCT> Just processed this quote but the images are not loading for the <PRODUCT> <NAME> 
Documents,OSS Project <NUMBER> Please could you have a look into project <NUMBER> for <COMPANY> we are trying to download the confirmations but the button keeps spinning and it doesnt actually generate anything Please can you advise asap <NAME> <NAME> <NAME> <EMAIL> 
Documents,OSS Quote Issue team I have made several attempts to download my quote doc from OSS and still cannot as of this This is Easi quote <NUMBER> <NUMBER> or OSS project <NUMBER> Please help ASAP <EMAIL> <NUMBER> <NUMBER>
Documents,OSS team I am having trouble downloading my quote document from OSS I am aware that it is a large quote but I have given it over an <TIME> and I still cannot download the doc Easi quote <NUMBER> <NUMBER> <EMAIL> <NUMBER> <NUMBER>
Documents,Please Generate Documents for OSS Project <NUMBER> ref I have just produced a quotation however when I am generating the documents it is coming up with an error and they are not generating The project number is <NUMBER> Please can you take a look into this for me <NAME> <NAME>
Documents,project <NUMBER> Can you please generate documents for oss project <NUMBER> <NAME>
Documents,project <NUMBER> Can you please generate documents for project <NUMBER> <NAME>
Documents,project <NUMBER> Can you please generate the documents for project <NUMBER> <NAME>
Documents,Project <NUMBER> Can you please take a look at the above project it doesnt generate any docs but I also need to add more <PRODUCT> <NAME>
Documents,Project <NUMBER> Cant get Documents I have raised this quote in Oss but I can get the documents download Could you please download the quote and the Customer spec please <NAME>
Documents,project <NUMBER> Could you please help generate the documents for project <NUMBER> <NAME>
Documents,Project <NUMBER> Please can you help me generate the documents in the above project <NAME>
Documents,Project <NUMBER> Quote stage I cant download this quote <NUMBER> It is not appearing this option there Could you have a look or download the document for me please <NAME>
Documents,Project ID <NUMBER> Im assuming this is too big for me to download Me nor the customer can generate the quote documents Can someone please generate this for me not an order
Documents,Project Id <NUMBER> Just to follow up our conversation just now the customer is having trouble generating the quotation and when I went on to do the same it stated an error has occurred I said id give the customer a call as soon as weve sorted the issue
Documents,Quote will not down load projects <NUMBER> revisions <NUMBER> <NUMBER> <NUMBER>
Documents,Quote wont download projects <NUMBER> revisions <NUMBER> <NUMBER> <NUMBER>
EqualGlass,<NUMBER> equal glass sizes Please can you confirm why these <PRODUCT> are not equal glass sizes when we have selected this on oss
EqualGlass,<PRODUCT> Glass sizes incorrect OSS Support OSS is showing the wrong glass sizes for the <PRODUCT> order <NUMBER> attached <NAME> noticed this when processing it on Logikal <NUMBER> and then seeing the difference on OSS The glass offset should be <LENGTH> so the glass width on this <LENGTH> wide frame should be <LENGTH> <LENGTH> left side <LENGTH> right side OSS is currently showing <LENGTH> glass width which is only a <LENGTH> glass offset Can you please look into this <NAME> <NAME> <EMAIL> <EMAIL>
EqualGlass,<PRODUCT> glass sizes The glass sizes arent showing on this <PRODUCT> order on OSS Please can you look into this
EqualGlass,Equal glass sizes order <NUMBER> <NUMBER> Morning The customer has changed all the <PRODUCT> apart from rear bed to equal glass sizes however the sizes he got is not equal Please can you have a look at this <NAME> 
EqualGlass,Equal glass sizes quote id <NUMBER> All I have had customer id <NUMBER> <COMPANY> on the phone asking why they cant process there <PRODUCT> with equal glass sizes they have <NUMBER> <PRODUCT> on their quote <NUMBER> that they have clicked they want equal glass sizes and then saved and when printing out its not changing it Could you please let me know if there is a reason why they cant have this please so I can get back to him as soon as possible as he wants to order this <NAME> <NAME> <EMAIL> 
EqualGlass,Glass size issue <NUMBER> Team We are having an issue with glass sizes not matching for our OSS order vs an order done in Logikal Please see the sizes and email chain below I have attached the orders as well as the shop drawings <NAME> is telling us that <NAME> from <COMPANY> did the calculations for the glass for the transoms and what is on the Logikal quote is correct however we are getting different numbers on our OSS quote Can you please advise on the discrepancies <NAME> <NAME> 
EqualGlass,Project id <NUMBER> equal glass sizes Please take a look at the above project the customer is clicking equal glass sizes on for example <NUMBER> Bed <NUMBER> FL and the glass sizes are not coming out equal on the print out attached And its the rest of the <PRODUCT> Please could you help
Error,<COLOUR> <COLOUR> Im trying to process a <PRODUCT> on oss with the above colour however it does not allow me to do so as it says its not a valid colour please can you look into this <NAME> <NAME>
Error,<COLOUR> Colour error on <STYLE> I cannot change the colour on <STYLE> it keeps bringing up an error <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>
Error,<COLOUR> Line Issue Max <PRODUCT> All Possible OSS visual Issue Issue reported with a <COLOUR> line when the user works in a normal full Size <COLOUR> <PRODUCT> When the user adjusts the application <PRODUCT> to be slightly smaller than Full Screen the <COLOUR> bar disappears and all is fine Is this a quick fix locally or something your end See screenshot
Error,<COMPANY> <PRODUCT> Issue during training All <NAME> and I just have just tried to add a <PRODUCT> on to the learn programme during his training This is a <PRODUCT> that he has already had processed in the office Can you please see the email below that <NAME> sent to me with an image of the <PRODUCT> Below is a screenshot which shows how far OSS would allow us to go with processing the same <PRODUCT> on the learn programme For some reason it wouldnt allow us to add a <LENGTH> upstand on the right hand side Can you please advise <NAME>
Error,<COMPANY> I am trying to process the below <PRODUCT> on OSS however it keeps on coming up with the below error please can you look into this and advise <NAME> <NAME>
Error,<COMPANY> login code for <NAME> All <NAME> from <COMPANY> customer id <NUMBER> is having difficulty logging in with the below Could you please check this for me <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Error,<COMPANY> production screen Cant remember if I asked you to look into this but the ticket bellow is regarding the Color of the jobs on the production screen The <PRODUCT> internet production screen is show the incorrect colours for the fast tracks the <NUMBER> in <COLOUR> is fast track and the <NUMBER> should be in <COLOUR> and the <NUMBER> should be in <NAME> This is happening on and off throughout the whole the <TIME> as well as it not loading <NAME> <NAME>
Error,<NUMBER> <COMPANY> Can you please have a look at project id <NUMBER> The customer wanted to generate the documents but it came up with an error Please can you advise <NAME>
Error,<NUMBER> <NAME> from <PRODUCT> production phoned in regards to the above order The customer did this online and requested trims however this does not show on Easi Admin and didnt seem to add it to the work sheet which they printed <PRODUCT> show the trim but when I checked this <PRODUCT> there is nothing to mention trim Please look into this
Error,<NUMBER> EA issues Team I entered a couple payments into EA and it wont flip for complete I keep getting this error message Can you please take a look Order is <NUMBER> and <NUMBER> <NAME> <NAME>
Error,<NUMBER> Easi Admin deliveries error EasiAdmin Support Please see the below question from <EMAIL> in advanced Good afternoon Lately I noticed problems in Easi Admin Deliveries It works fine and then this comes up <EMAIL> If I hit Continue it works again but after few clicks it comes up again I restarted my computer and nothing changed Could you please help me with it <NAME>
Error,<NUMBER> Easi Admin Work Details Can you have a look at the below for me please IT I am unable to download Work Details on Easi Admin The following error messages pop up Order Im in is <COMPANY> Log in Im going to a meeting Feel free to team view Ill be back at <NUMBER>
Error,<NUMBER> Error on Picking list documents please can you have a look at the below I have checked the permissions and it looks the same as the <PRODUCT> <PRODUCT> EA account I have some issue with getting a Picking list from EA Can you help with that I got a new EA account previously I was using a <PRODUCT> <PRODUCT> and was all ok <NAME> <NAME>
Error,<NUMBER> Globe Easi Admin EasiAdmin Support Please see the below question from <NAME> CCd in advanced I have a quick question and I was wondering if someone could help me When I go into the globe and choose random <TIME> in the calendar it is showing and error on some On top of that orders that were scheduled on those <TIME> have disappeared [Image] Here is a picture of the error that is showing for your help
Error,<NUMBER> I cancelled this order about <NUMBER> <TIME> ago and it isnt in quotes and I cannot find it anywhere I just wanted to change the cills
Error,<NUMBER> Missing Graphics Easi Admin and OSS are not generating graphics for some configurations
Error,<NUMBER> No Threshold Incorrect Glass sizes The attached order confirmation is showing the wrong glass sizes for <PRODUCT> <PRODUCT> <NUMBER> which has no threshold The sizes on the confirmation do actually match a weathered threshold Ive also attached a CAD drawing done just now Can you please investigate this I can provide more information on the correct deductions to calculate glass sizes if required <NAME> <NAME> Design Support Technician <EMAIL>
Error,<NUMBER> OSS Order Please could you have a look into the attached oss order under the <PRODUCT> section on trickle vents It states a <COLOUR> Trickle vent in a frame extender and <COLOUR> vents under trickle vents section What has gone wrong here Is it a system error or has the customer actually ordered a <COLOUR> vent They were saying they dont know how it happened and the vent they need has to be <NUMBER> <NAME>
Error,<NUMBER> OSS Team Please see below a request from <NAME> in the US I lost a <NUMBER> dollar quote when I changed the project setting color from <COLOUR> to <COLOUR> <EMAIL> <EMAIL> <NUMBER> <NUMBER> <EMAIL> <NUMBER> <NAME> We need to be able to change the frame color in OSS for <PRODUCT> quotes without the error message and loss of the quote
Error,<NUMBER> Production screen The below ticket has been raised by <NAME> regarding the production screens Good afternoon My production screen keeps Turning the <COLOUR> jobs <COLOUR> but they should be <COLOUR> Please could you look into it <NAME> <NAME>
Error,<PRODUCT> Error I have been processing a quotation this for a customer The system is allowing me to process the splits as mullions as well as couplers however this is above the limitation of <LENGTH> for mullions I therefore processed as couplers and then also noticed that the limitations for where the split positions can go are above the height of the <PRODUCT> which is incorrect I just thought I should flag this up <NAME> <NAME>
Error,<PRODUCT> hi there is an error with <PRODUCT> I cannot add any shape <NAME> <NAME> <EMAIL> 
Error,<PRODUCT> Increase to <AREA> all On staging the error message that occurs when the <PRODUCT> goes over <AREA> is displaying in terms of sash instead of in terms of frame ie its converting the frame dimensions into equivalent sash dimensions and saying the sash needs to be less than <AREA> instead of giving the frame dimensions and saying this needs to be less than <AREA> Ive noticed the same thing is also happening on live with the current <AREA> limit The only different is it says the sash needs to be less than <AREA> rather than calcing down to give the equivalent lower sash <AREA> limit This actually means the live version has been allowing <PRODUCT> over <AREA> because its only limiting if a prospective sash would be over <AREA> not the frame eg <LENGTH> x <LENGTH> is allowed which is just shy of <AREA> Staging Live <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Error,<PRODUCT> Issue <NAME> As discussed please could you check the attached <PRODUCT> as they are the same sizes but the second one comes up with an error when processing the upstand at <LENGTH> <NAME>
Error,<PRODUCT> issue Project <NUMBER> Customer <NUMBER> <NAME> <NAME> <EMAIL> 
Error,<PRODUCT> Issues <NAME> As discussed please can you look into the below <PRODUCT> and see why OSS wont allow me to put it through <NAME> <NAME>
Error,<PRODUCT> showing as over the weight limit Further to our discussion just now please see the customers order request The limitations we and our customers are currently using for top hung <PRODUCT> is <LENGTH> x <LENGTH> Therefore the first <PRODUCT> Extension <NUMBER> should be fine and the other two <PRODUCT> Extension <NUMBER> <NUMBER> should be able to process if reduced down to <LENGTH> wide x <LENGTH> high However OSS only allows the first <PRODUCT> and not the second two <PRODUCT> even though the second two <PRODUCT> are much smaller overall than the first <PRODUCT> Please can you take a look into this for me <NAME> <NAME>
Error,<PRODUCT> splits I have tried a couple <PRODUCT> this but I cannot add any split it comes up with an error <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>
Error,<PRODUCT> Test error message All Ive just been practicing on the new <PRODUCT> tab and an error message has come up Im logged in to the Sales Teams account <NUMBER> My project is called <PRODUCT> Test <NUMBER> Ive been trying to add splits to my third <PRODUCT> which is uneven and has a long cill The programme wont let me add any splits and the message below pops up Can you please advise <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Error,<PRODUCT> Upstand Sizing Issue on OSS I have processed a <PRODUCT> on OSS this however I was only allowed to put the upstands at a minimum of <LENGTH> rather than <LENGTH> that the customer requested Please see attached the customer request and the original quotation I produced This has since been removed from the project and processed on Logikal I had a look into this with <NAME> who confirmed that the <PRODUCT> upstand would need to be a minimum of <LENGTH> This is due to the fact that the minimum upstand with no cill is <LENGTH> plus the <LENGTH> addon for the bottom and <LENGTH> addon to the slopes <NAME> calculated this and confirmed that the upstand would need to be <LENGTH> as per his drawing attached to allow for the mitred addon for the slope I have therefore had to process on Logikal but I thought I should make you aware
Error,<STYLE> colour issue This <PRODUCT> is having an issue as well I have duplicated the <STYLE> <PRODUCT> on the project and changed the design to a <NUMBER> pane it will not let me save it <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>
Error,<STYLE> Fix panels only Externally beaded <NAME> team We have found an order that customer has done themselves online for <STYLE> fix <PRODUCT> and they can select internally beaded <PRODUCT> production has confirmed that we dont manufacture fix <PRODUCT> in <STYLE> internally as the only possible option is externally beaded Could you have a look into that <NAME>
Error,<STYLE> Size Error <NAME> <NAME> Getting an error saying the sash must be less than <AREA> Glass density is set to <NUMBER> <NAME> 
Error,Another issue w OSS configurations Team I am having the same issue I was having the other day where the of <PRODUCT> I want is unavailable I think it is because this is a passthrough unit so since it is short the system isnt allowing all configurations I need to quote a <NUMBER> panel option for this unit <NAME> <NAME> 
Error,AT <PRODUCT> Error As per conversation with <NAME> Error caused by entering upstand to be equal to total height which is allowed according to the restriction message box Height of <LENGTH> allowed <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Error,Colors team I have a quote request for <NUMBER> but OSS is not providing the color Please help <EMAIL> <NUMBER> <NUMBER>
Error,Customer ID <NUMBER> <COMPANY> <NAME> just called stating he cannot see <COLOUR> as a popular colour on his OSS Is this something you can help with
Error,Date change Same thing has happened This is when I have gone to change the date
Error,Discount error please help I was trying to apply the discount but the system doesnt seem to like it Please help <EMAIL>
Error,EA Error I was trying to run a quote report this and it came up with below error could you please help <EMAIL>
Error,EA glitch EA It looks like we have an issue with payments on EA Please see below <NAME> took the payment set the order as fast track then <NAME> ticked the confirmation but that brought the order back to Awaiting Deposit We had few more orders like that for example <NUMBER> and <NUMBER> Can we please investigate and resolve ASAP <EMAIL>
Error,EA Issue Im trying to order an oversized <PRODUCT> on EasiAdmin but it comes up with the below message after I put in the colour and sizes and wont let me add the <PRODUCT> to the order I dont have a special price for it its just a normal order Please can you advise <NAME>
Error,EasiAdmin Error I get an error every time I try to print the customer delivery email from Easi admin for orders please see attached Please could you have a look <NAME>
Error,easiadmin Notify Purchasing Button There is a notify purchasing button while placing ancillary orders We have been asked by purchasing to ensure we use it however it does not allow you to notify them until the order is placed it comes up with the below message Once placing the order the button disappears please see below At what stage shall we be pressing this button and also how should we place the order to ensure it allows us to send a notification to purchasing <NAME> <NAME>
Error,EasiAdmin Question <NUMBER> see ticket below Please could you respond to <NAME> direct Why does the system say the max height is <NUMBER> <NUMBER> <NUMBER> and when I enter that height I get an error message <EMAIL>
Error,egress hinges on <STYLE> Can we not have egress hinges for <STYLE> Customer was trying to add them on separate projects but it came up with errors Please can you advise asap <NAME>
Error,ERROR Customer <NUMBER> Q ID <NUMBER> A customer rang me and said they were having difficulty putting the above info through it lets them do it with double glazing but when they change it to triple OSS comes up with an error as in above picture Ive check that its all within our limitations and all seems fine Ive also been able to put it through on EasiAdmin fine Could you let me know if its a problem within OSS or if its something else please Many <NAME> <NAME> <EMAIL> 
Error,error in accessing oss learn All Please see the message below that pops up when I try to login to the educational version of OSS <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Error,Error raising <PRODUCT> order on OSS Dev Config and error message outlined below Error occurs with pressing Save Also of note is no price is generated just <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Error,Errors on <PRODUCT> <PRODUCT> Quote ID <NUMBER> Hey I am experiencing some issues on OSS it doesnt not allow me to change the name reference of the products are any colours of the gaskets seals It just comes up with an error message please could you look into it <NAME> <NAME>
Error,FW <NUMBER> Please can you order <NUMBER> stepped and <NUMBER> flat trim as the BOM has given you the wrong Quantities <NAME> please could you investigate this one as well as <COMPANY> are asking for <NUMBER> trim each at <LENGTH> but the BOM has only ordered <NUMBER> lengths <NAME>
Error,FW Change color in project settings <NAME> We are reporting this for investigation as getting the errors reported continues to reoccur We make an edit to a quote exit and this case we changed project settings from <COLOUR> to <COLOUR> and receive errors Action required is to trouble shoot and hopefully resolve so this does not happen again or forward to whom can help us <NUMBER> <NUMBER>
Error,FW delivery charge order <NAME> Please could you briefly bullet point how I would use the attached on EA Every time I add the amount in which the delivery cost was and go to add item to get an order number it doesnt allow me to <EMAIL>
Error,FW EASI ADMIN SAGE <NAME> Please take a look at why this isnt working <NAME>
Error,FW Easi Error Cannot create new customer I was in Easi trying to add a new customer to the system and received the errors below I tried to run a test with a new customer with <NAME> as the customer and still received the same errors Please advise <EMAIL>
Error,FW EASI Errors Issue in Easi <NAME> is experiencing Any help is appreciated
Error,FW Issue with quoting awning <PRODUCT> I tried it myself and it seems to be a size issue Once you get down to about <NUMBER> inches width its fine Is this related to the hinge problem weve been having recently <NAME>
Error,FW Issues OSS Quote <NUMBER> <NUMBER> <COMPANY> I changed the handle color on the <PRODUCT> from <COLOUR> to <COLOUR> and the quote blew up <EMAIL>
Error,FW Job sheet error <NAME> <NAME> It looks the production images havent generated Can you generate them <NAME>
Error,FW Order ref <NUMBER> <NAME> When attempting to create a <PRODUCT> on OSS I receive this error message OSS Project <NUMBER> <NUMBER> Do you know what the reason is for this <NAME> 
Error,FW OSS <NAME> I deleted the additional item in OSS and it disappeared However when I down loaded a doc the additional item was still on the quote <EMAIL>
Error,FW OSS Error See issue below Can we get help preventing this from happening when we edit the dynamic drop down list This is reoccurring <NUMBER> <NUMBER>
Error,FW OSS issue See below When we set GBGs to no it wants to require a color <NUMBER> <NUMBER>
Error,FW Problem with OSS Please can you look into project <NUMBER> on OSS When you go individually into each <PRODUCT> to edit it it has an error regarding the egress hinges however when you are viewing the project as a whole there are no errors showing The customer has said that the error has happened before so Im not sure if you are already aware of how to fix the issue I look forward to hearing your thoughts on this <NAME> <mailto> 
Error,FW Problem Work Details <PRODUCT> <PRODUCT> Both Ive been having this problem for a few weeks now but thought I should probably let you know so we can fix it EA wont allow me to open the work details for any <PRODUCT> <PRODUCT> orders It comes up with the following errors This happens with every <PRODUCT> <PRODUCT> order I try to open Example order number is <NUMBER> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> <EMAIL>
Error,FW Trim Good afternoon We have had an ongoing problem with trim being ordered I have done some research and what I have found is When a customer starts an OSS order they fill in the <PRODUCT> Project Specification If the customer then adds trim to any of the <PRODUCT> this doesnt change anything in the <PRODUCT> Project Specification meaning when purchasing loads up the BOM no trim is flagged up A good example is <NUMBER> the <PRODUCT> Project Specification states no trim but on <PRODUCT> <NUMBER> they have asked for External Trim in <COLOUR> colour This did not flag up on the Purchasing BOM causing it to be missed Please could you look into this so we dont miss any more <NAME>
Error,FW Weight issue on a top hung <NAME> Was putting on a quote this and noticed this error message Is this worth looking into as obviously we tell our customers we can achieve a top hung at <NUMBER> x <NUMBER> <EMAIL>
Error,Fwd <PRODUCT> Popular Colours Query All Can you please check the <PRODUCT> popular colours options on OSS The options that were displayed on the learn version yesterday are shown in my email at the bottom of this chain Not all of the available colours are listed <NAME>
